symbol,security,country,gics_sector,gics_sub_industry
SLGG,Super League Gaming,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation
SLGN,Silgan Holdings,United States,Industrials,Containers/Packaging
SLM,SLM Corporation,United States,Finance,Finance: Consumer Services
SLND,Southland Holdings,United States,Industrials,Military/Government/Technical
SLNG,Stabilis Solutions,United States,Utilities,Oil/Gas Transmission
SLNH,Soluna Holdings,United States,Technology,EDP Services
SLNO,Soleno Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SLP,Simulations Plus,United States,Technology,EDP Services
SLQT,SelectQuote,,Finance,Specialty Insurers
SLRC,SLR Investment Corp.,United States,Finance,Finance/Investors Services
SLRN,ACELYRIN INC.,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SLRX,Salarius Pharmaceuticals,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SLS,SELLAS Life Sciences Group,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SLVM,Sylvamo Corporation,United States,Basic Materials,Paper
SM,SM Energy Company,United States,Energy,Oil & Gas Production
SMAP,SportsMap Tech Acquisition Corp.,United States,Finance,Blank Checks
SMAR,Smartsheet,United States,Technology,EDP Services
SMBC,Southern Missouri Bancorp,United States,Finance,Banks
SMBK,SmartFinancial,United States,Finance,Major Banks
SMCI,Super Micro Computer,United States,Technology,Computer Manufacturing
SMG,Scotts Miracle-Gro Company (The),United States,Industrials,Agricultural Chemicals
SMID,Smith-Midland Corporation,United States,Industrials,Building Materials
SMLR,Semler Scientific,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SMMF,Summit Financial Group,United States,Finance,Major Banks
SMP,Standard Motor Products,United States,Consumer Discretionary,Auto Parts:O.E.M.
SMPL,The Simply Good Foods Company,United States,Consumer Staples,Packaged Foods
SMR,NuScale Power Corporation,,Industrials,Electrical Products
SMRT,SmartRent,United States,Technology,EDP Services
SMSI,Smith Micro Software,United States,Technology,Computer Software: Prepackaged Software
SMTC,Semtech Corporation,United States,Technology,Semiconductors
SMTI,Sanara MedTech,United States,Health Care,Medical/Dental Instruments
SNA,Snap-Onorporated,United States,Consumer Discretionary,Industrial Machinery/Components
SNAL,Snail,United States,Technology,Computer Software: Prepackaged Software
SNAP,Snap,United States,Technology,Computer Software: Programming Data Processing
SNAX,Stryve Foods,United States,Consumer Staples,Packaged Foods
SNBR,Sleep Number Corporation,United States,Consumer Discretionary,Home Furnishings
SNCE,Science 37 Holdings,United States,Technology,Computer Software: Prepackaged Software
SNCR,Synchronoss Technologies,United States,Technology,EDP Services
SNCY,Sun Country Airlines Holdings,United States,Consumer Discretionary,Air Freight/Delivery Services
SND,Smart Sand,United States,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SNDA,Sonida Senior Living,United States,Health Care,Hospital/Nursing Management
SNDR,Schneider National,United States,Industrials,Trucking Freight/Courier Services
SNDX,Syndax Pharmaceuticals,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SNES,SenesTech,United States,Industrials,Agricultural Chemicals
SNEX,StoneX Group,United States,Finance,Investment Bankers/Brokers/Service
SNFCA,Security National Financial Corporation,United States,Finance,Finance: Consumer Services
SNGX,Soligenix,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SNN,Smith & Nephew SNATS,United Kingdom,Health Care,Industrial Specialties
SNOA,Sonoma Pharmaceuticals,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SNOW,Snowflake,United States,Technology,Computer Software: Prepackaged Software
SNPO,Snap One Holdings Corp.,United States,Consumer Discretionary,Electronics Distribution
SNPS,Synopsys,United States,Technology,EDP Services
SNPX,Synaptogenix,United States,Health Care, Medicinal Chemicals and Botanical Products 
SNSE,Sensei Biotherapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SNTI,Senti Biosciences,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SNV,Synovus Financial Corp.,United States,Finance,Major Banks
SNX,TD SYNNEX Corporation,United States,Technology,Retail: Computer Software & Peripheral Equipment
SO,Southern Company (The),United States,Utilities,Power Generation
SOBR,SOBR Safe,United States,Consumer Discretionary,Newspapers/Magazines
SOFO,Sonic Foundry,United States,Technology,Computer Software: Prepackaged Software
SOHO,Sotherly Hotels,United States,Real Estate,Real Estate Investment Trusts
SOI,Solaris Oilfield Infrastructure,United States,Industrials,Metal Fabrications
SOLO,Electrameccanica Vehicles Corp. Ltd.,Canada,Consumer Discretionary,Auto Manufacturing
SON,Sonoco Products Company,United States,Consumer Discretionary,Containers/Packaging
SOND,Sonder Holdings,United States,Consumer Discretionary,Hotels/Resorts
SONM,Sonim Technologies,United States,Utilities,Telecommunications Equipment
SONN,Sonnet BioTherapeutics Holdings,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SONO,Sonos,United States,Consumer Staples,Consumer Electronics/Appliances
SONX,Sonendo,,Health Care,Medical/Dental Instruments
SOPA,Society Passorporated,United States,Technology,EDP Services
SOR,Source Capital,United States,Finance,Investment Managers
SOTK,Sono-Tek Corporation,United States,Technology,Industrial Machinery/Components
SOUN,SoundHound AI,United States,Technology,EDP Services
SOVO,Sovos Brands,United States,Consumer Staples,Packaged Foods
SP,SP Plus Corporation,United States,Consumer Discretionary,Rental/Leasing Companies
SPB,Spectrum Brands Holdings,United States,Miscellaneous,Industrial Machinery/Components
SPCE,Virgin Galactic Holdings,United States,Consumer Discretionary,Transportation Services
SPE,Special Opportunities Fund,United States,Finance,Finance/Investors Services
SPFI,South Plains Financial,United States,Finance,Major Banks
SPG,Simon Property Group,United States,Real Estate,Real Estate Investment Trusts
SPGI,S&P Global,United States,Finance,Finance: Consumer Services
SPH,Suburban Propane Partners L.P.,United States,Consumer Discretionary,Other Specialty Stores
SPHR,Sphere Entertainment Co.,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation
SPIR,Spire Global,,Consumer Discretionary,Telecommunications Equipment
SPLK,Splunk,United States,Technology,Computer Software: Prepackaged Software
SPOK,Spok Holdings,United States,Telecommunications,Telecommunications Equipment
SPPI,Spectrum PharmaceuticalsCommon Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SPR,Spirit Aerosystems Holdings,United States,Industrials,Military/Government/Technical
SPRB,Spruce Biosciences,United States,Health Care, Medicinal Chemicals and Botanical Products 
SPRO,Spero Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SPRU,Spruce Power Holding Corporation,United States,Consumer Discretionary,Auto Parts:O.E.M.
SPRY,ARS Pharmaceuticals,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SPSC,SPS Commerce,United States,Technology,EDP Services
SPT,Sprout Social,United States,Technology,Computer Software: Prepackaged Software
SPTN,SpartanNash Company,United States,Consumer Discretionary,Food Distributors
SPWH,Sportsman's Warehouse Holdings,United States,Consumer Discretionary,Other Specialty Stores
SPWR,SunPower Corporation,United States,Technology,Semiconductors
SPXC,SPX Technologies,United States,Industrials,Industrial Machinery/Components
SQ,Block,United States,Technology,Computer Software: Prepackaged Software
SQFT,Presidio Property Trust,United States,Real Estate,Real Estate Investment Trusts
SQM,Sociedad Quimica y Minera S.A.,Chile,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SQSP,Squarespace,United States,Technology,Computer Software: Prepackaged Software
SR,Spire,United States,Utilities,Oil/Gas Transmission
SRC,Spirit Realty Capital,United States,Real Estate,Building operators
SRCE,1st Source Corporation,United States,Finance,Major Banks
SRCL,Stericycle,United States,Industrials,Environmental Services
SRDX,Surmodics,United States,Health Care,Medical/Dental Instruments
SRE,DBA Sempra,United States,Utilities,Oil/Gas Transmission
SRG,Seritage Growth Properties,United States,Finance,Real Estate
SRI,Stoneridge,United States,Consumer Discretionary,Auto Parts:O.E.M.
SRRK,Scholar Rock Holding Corporation,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SRT,StarTek,United States,Consumer Discretionary,Professional Services
SRTS,Sensus Healthcare,United States,Health Care,Medical/Dental Instruments
SRZN,Surrozen,United States,Health Care, Medicinal Chemicals and Botanical Products 
SSB,SouthState Corporation,United States,Finance,Major Banks
SSBI,Summit State Bank,United States,Finance,Major Banks
SSBK,Southern States Bancshares,United States,Finance,Commercial Banks
SSD,Simpson Manufacturing Company,United States,Consumer Discretionary,Industrial Machinery/Components
SSIC,Silver Spike Investment Corp.,United States,Health Care, Medicinal Chemicals and Botanical Products 
SSKN,Strata Skin Sciences,United States,Health Care,Medical/Dental Instruments
SSNC,SS&C Technologies Holdings,United States,Technology,Computer Software: Prepackaged Software
SSNT,SilverSun Technologies,United States,Technology,EDP Services
SSP,E.W. Scripps Company (The),United States,Industrials,Broadcasting
SSRM,SSR Mining,Canada,,
SSSS,SuRo Capital Corp.,United States,Finance,Finance/Investors Services
SST,System1,United States,Consumer Discretionary,Diversified Commercial Services
SSTI,SoundThinking,United States,Technology,Computer Software: Prepackaged Software
SSTK,Shutterstock,United States,Technology,EDP Services
SSY,SunLink Health Systems,United States,Health Care,Hospital/Nursing Management
STAA,STAAR Surgical Company,United States,Health Care,Ophthalmic Goods
STAG,Stag Industrial,United States,Real Estate,Real Estate Investment Trusts
STBA,S&T Bancorp,United States,Finance,Major Banks
STC,Stewart Information Services Corporation,United States,Finance,Specialty Insurers
STCN,Steel Connect,United States,Consumer Discretionary,Business Services
STE,Steris,United States,Health Care,Health Care Equipment
STEL,Stellar Bancorp,United States,Finance,Major Banks
STEM,Stem,United States,Technology,Computer Software: Prepackaged Software
STEP,StepStone Group,United States,Finance,Finance/Investors Services
STER,Sterling Check Corp.,United States,Technology,Computer Software: Prepackaged Software
STEW,SRH Total Return Fund,United States,Finance,Investment Managers
STGW,Stagwell,Canada,Consumer Discretionary,Advertising
STIM,Neuronetics,United States,Health Care,Medical/Dental Instruments
STKL,SunOpta,Canada,Basic Materials,Precious Metals
STKS,The ONE Group Hospitality,United States,Consumer Discretionary,Restaurants
STLD,Steel Dynamics,United States,Materials,Steel
STM,STMicroelectronics N.V.,Switzerland,Technology,Semiconductors
STN,Stantec,Canada,Consumer Discretionary,Marine Transportation
STOK,Stoke Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations
STR,Sitio Royalties Corp.,United States,Energy,Oil & Gas Production
STRA,Strategic Education,United States,Consumer Discretionary,Educational Services
STRC,Sarcos Technology and Robotics Corporation,United States,Industrials,Wholesale Distributors
STRL,Sterling Infrastructure,United States,Industrials,Military/Government/Technical
STRM,Streamline Health Solutions,United States,Technology,EDP Services
STRO,Sutro Biopharma,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
STRR,Star Equity Holdings,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
STRS,Stratus Properties,United States,Real Estate,Homebuilding
STRT,STRATTEC SECURITY CORPORATION,United States,Consumer Discretionary,Auto Parts:O.E.M.
STRW,Strawberry Fields REIT,,Real Estate,Real Estate Investment Trusts
STSS,Sharps Technology,United States,Health Care,Medical/Dental Instruments
STT,State Street Corporation,United States,Finance,Major Banks
STTK,Shattuck Labs,United States,Health Care,Biotechnology: Pharmaceutical Preparations
STX,Seagate Technology,United States,Information Technology,"Technology Hardware, Storage & Peripherals"
STXS,Stereotaxis,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
STZ,Constellation Brands,United States,Consumer Staples,Beverages (Production/Distribution)
SU,Suncor Energy ,Canada,Energy,Integrated oil Companies
SUAC,ShoulderUp Technology Acquisition Corp.,,Finance,Blank Checks
SUI,Sun Communities,United States,Real Estate,Real Estate Investment Trusts
SUM,Summit Materials,United States,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SUNL,Sunlight Financial Holdings,United States,Finance,Diversified Financial Services
SUNW,Sunworks,United States,Miscellaneous,Industrial Machinery/Components
SUPN,Supernus Pharmaceuticals,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SURF,Surface Oncology,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SURG,SurgePays,United States,Consumer Discretionary,Advertising
SVC,Service Properties Trust,United States,Real Estate,Real Estate Investment Trusts
SVFD,Save Foods,Israel,Consumer Staples,Farming/Seeds/Milling
SVRA,Savara,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SVT,Servotronics,United States,Consumer Discretionary,Industrial Machinery/Components
SVV,Savers Value Village,,Consumer Discretionary,Other Specialty Stores
SVVC,Firsthand Technology Value Fund,United States,Finance,Finance/Investors Services
SWAG,Stran & Company,United States,Consumer Discretionary,Advertising
SWAV,ShockWave Medical,United States,Health Care,Medical/Dental Instruments
SWBI,Smith & Wesson Brands,United States,Industrials,Ordnance And Accessories
SWI,SolarWinds Corporation,United States,Technology,Computer Software: Prepackaged Software
SWIM,Latham Group,United States,Industrials,Plastic Products
SWK,Stanley Black & Decker,United States,Consumer Discretionary,Industrial Machinery/Components
SWKH,SWK Holdings Corporation,United States,Finance,Diversified Financial Services
SWKS,Skyworks Solutions,United States,Technology,Semiconductors
SWN,Southwestern Energy Company,United States,Energy,Oil & Gas Production
SWTX,SpringWorks Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SWZ,Swiss Helvetia Fund (The),United States,Finance,Finance Companies
SXC,SunCoke Energy,United States,Industrials,Steel/Iron Ore
SXI,Standex International Corporation,United States,Industrials,Industrial Machinery/Components
SXT,Sensient Technologies Corporation,United States,Industrials,Major Chemicals
SXTP,60 Degrees Pharmaceuticals,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SYBT,Stock Yards Bancorp,United States,Finance,Major Banks
SYBX,Synlogic,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SYF,Synchrony Financial,United States,Finance,Finance: Consumer Services
SYK,Stryker Corporation,United States,Health Care,Medical/Dental Instruments
SYM,Symbotic,United States,Industrials,Industrial Machinery/Components
SYNH,Syneos Health,United States,Health Care,Biotechnology: Commercial Physical & Biological Resarch
SYPR,Sypris Solutions,United States,Industrials,Industrial Machinery/Components
SYRS,Syros Pharmaceuticals,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SYY,Sysco Corporation,United States,Consumer Discretionary,Food Distributors
T,AT&T,United States,Communication Services,Integrated Telecommunication Services
TACT,TransAct Technologiesorporated,United States,Technology,Computer peripheral equipment
TAIT,Taitron Componentsorporated,United States,Technology,Electronic Components
TALK,Talkspace,United States,Health Care,Medical/Nursing Services
TALO,Talos Energy,United States,Energy,Oil & Gas Production
TALS,Talaris Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TAP,Molson Coors Beverage Company Class B,Canada,Consumer Staples,Beverages (Production/Distribution)
TARA,Protara Therapeutics ,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TARS,Tarsus Pharmaceuticals,United States,Health Care, Medicinal Chemicals and Botanical Products 
TASK,TaskUs,United States,Technology,Retail: Computer Software & Peripheral Equipment
TAST,Carrols Restaurant Group,United States,Consumer Discretionary,Restaurants
TAYD,Taylor Devices,United States,Industrials,Industrial Machinery/Components
TBBK,The Bancorp,United States,Finance,Major Banks
TBCP,Thunder Bridge Capital Partners III,United States,Finance,Blank Checks
TBI,TrueBlue,United States,Consumer Discretionary,Professional Services
TBIO,Telesis Bio,United States,Health Care,Medical Specialities
TBLD,Thornburgome Builder Opportunities Trust,United States,Finance,Investment Managers
TBLT,ToughBuilt Industries,United States,Consumer Discretionary,Industrial Machinery/Components
TBMC,Trailblazer Merger Corporation I,United States,Finance,Blank Checks
TBNK,Territorial Bancorp,United States,Finance,Savings Institutions
TCBC,TC Bancshares,United States,Finance,Major Banks
TCBI,Texas Capital Bancshares,United States,Finance,Major Banks
TCBK,TriCo Bancshares,United States,Finance,Major Banks
TCBS,Texas Community Bancshares,United States,Finance,Banks
TCBX,Third Coast Bancshares,United States,Finance,Banks
TCI,Transcontinental Realty Investors,United States,Real Estate,Real Estate Investment Trusts
TCMD,Tactile Systems Technology,United States,Health Care,Medical/Dental Instruments
TCOA,Zalatoris Acquisition Corp.,,Finance,Blank Checks
TCON,TRACON Pharmaceuticals,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TCPC,BlackRock TCP Capital Corp.,United States,Finance,Finance/Investors Services
TCRT,Alaunos Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TCRX,TScan Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TCS,Container Store (The),United States,Consumer Discretionary,Home Furnishings
TCX,Tucows,Canada,Technology,EDP Services
TD,Toronto Dominion Bank (The),Canada,Finance,Commercial Banks
TDC,Teradata Corporation,United States,Technology,Computer Software: Prepackaged Software
TDF,Templeton Dragon Fund,United States,Finance,Finance/Investors Services
TDG,Transdigm Grouporporated,United States,Industrials,Military/Government/Technical
TDOC,Teladoc Health,United States,Health Care,Medical/Nursing Services
TDUP,ThredUp,United States,Consumer Discretionary,Catalog/Specialty Distribution
TDW,Tidewater,United States,Consumer Discretionary,Marine Transportation
TDY,Teledyne Technologiesorporated,United States,Industrials,Industrial Machinery/Components
TEAM,Atlassian Corporation,Australia,Technology,Computer Software: Prepackaged Software
TECH,Bio-Techne Corp,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TEF,Telefonica SA,Spain,Telecommunications,Telecommunications Equipment
TEI,Templeton Emerging Marketsome Fund,United States,Finance,Finance Companies
TEL,TE Connectivity,United States,Information Technology,Electronic Manufacturing Services
TELA,TELA Bio,United States,Health Care,Medical/Dental Instruments
TELL,Tellurian,United States,Energy,Oil & Gas Production
TENB,Tenable Holdings,United States,Technology,EDP Services
TENX,Tenax Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TER,Teradyne,United States,Industrials,Electrical Products
TERN,Terns Pharmaceuticals,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TEX,Terex Corporation,United States,Industrials,Construction/Ag Equipment/Trucks
TFC,Truist Financial Corporation,United States,Finance,Major Banks
TFFP,TFF Pharmaceuticals,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TFIN,Triumph Financial,United States,Finance,Major Banks
TFSL,TFS Financial Corporation,United States,Finance,Savings Institutions
TFX,Teleflexorporated,United States,Health Care,Medical/Dental Instruments
TG,Tredegar Corporation,United States,Industrials,Metal Fabrications
TGAN,Transphorm,United States,Technology,Semiconductors
TGB,Taseko Mines Ltd.,Canada,,
TGI,Triumph Group,United States,Industrials,Aerospace
TGL,Treasure Global,United States,Technology,Retail: Computer Software & Peripheral Equipment
TGS,Transportadora de Gas del Sur SA TGS,Argentina,Utilities,Natural Gas Distribution
TGT,Target Corporation,United States,Consumer Discretionary,Department/Specialty Retail Stores
TGTX,TG Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TH,Target Hospitality Corp.,United States,Consumer Discretionary,Hotels/Resorts
THC,Tenet Healthcare Corporation,United States,Health Care,Hospital/Nursing Management
THFF,First Financial Corporation Indiana,United States,Finance,Major Banks
THMO,ThermoGenesis Holdings,United States,Industrials,Medical Specialities
THO,Thor Industries,United States,Industrials,Homebuilding
THR,Thermon Group Holdings,United States,Energy,Industrial Machinery/Components
THRD,Third Harmonic Bio,United States,Health Care,Biotechnology: Pharmaceutical Preparations
THRM,Gentherm,United States,Consumer Discretionary,Auto Parts:O.E.M.
THRN,Thorne Healthtech,United States,Health Care,Biotechnology: Pharmaceutical Preparations
THRX,Theseus Pharmaceuticals,United States,Health Care,Biotechnology: Pharmaceutical Preparations
THRY,Thryv Holdings,United States,Industrials,Industrial Machinery/Components
THS,Treehouse Foods,United States,Consumer Staples,Packaged Foods
TIGO,Millicom International Cellular S.A.,Luxembourg,Telecommunications,Telecommunications Equipment
TIL,Instil Bio,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TILE,Interface,United States,Consumer Discretionary,Home Furnishings
TIO,Tingo Group,United States,Finance,Specialty Insurers
TIPT,Tiptree,United States,Finance,Property-Casualty Insurers
TISI,Team,United States,Consumer Discretionary,Other Consumer Services
TITN,Titan Machinery,United States,Consumer Discretionary,Other Specialty Stores
TIVC,Tivic Health Systems,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
TJX,TJX Companies (The),United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores
TK,Teekay Corporation,Bermuda,Consumer Discretionary,Marine Transportation
TKAT,Takung Art Co. Ltd.,,Consumer Discretionary,Catalog/Specialty Distribution
TKC,Turkcell Iletisim Hizmetleri AS,Turkey,Telecommunications,Telecommunications Equipment
TKNO,Alpha Teknova,United States,Health Care, Medicinal Chemicals and Botanical Products 
TKR,Timken Company (The),United States,Industrials,Metal Fabrications
TLF,Tandy Leather Factory,United States,Consumer Discretionary,Apparel
TLGA,TLG Acquisition One Corp.,,Miscellaneous,Industrial Machinery/Components
TLIS,Talis Biomedical Corporation,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
TLS,Telos Corporation,United States,Technology,EDP Services
TLYS,Tilly's,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores
TM,Toyota Motor Corporation,Japan,Consumer Discretionary,Auto Manufacturing
TMBR,Timber Pharmaceuticals,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TMC,TMC the metals company,Canada,Basic Materials,Metal Mining
TMCI,Treace Medical Concepts,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
TMDX,TransMedics Group,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
TMHC,Taylor Morrison Home Corporation,United States,Consumer Discretionary,Homebuilding
TMKR,Priveterra Acquisition Corp. II,United States,Finance,Blank Checks
TMO,Thermo Fisher Scientific,United States,Industrials,Industrial Machinery/Components
TMP,Tompkins Financial Corporation,United States,Finance,Major Banks
TMPO,Tempo Automation Holdings,United States,Technology,Industrial Machinery/Components
TMQ,Trilogy Metals,Canada,Basic Materials,Precious Metals
TMUS,T-Mobile US,United States,Telecommunications,Telecommunications Equipment
TNC,Tennant Company,United States,Industrials,Industrial Machinery/Components
TNDM,Tandem Diabetes Care,United States,Health Care,Medical/Dental Instruments
TNET,TriNet Group,United States,Consumer Discretionary,Business Services
TNON,Tenon Medical,United States,Health Care,Medical Specialities
TNXP,Tonix Pharmaceuticals Holding Corp.,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TNYA,Tenaya Therapeutics,United States,Health Care, Medicinal Chemicals and Botanical Products 
TOI,The Oncology Institute,United States,Health Care,Medical/Nursing Services
TOL,Toll Brothers,United States,Consumer Discretionary,Homebuilding
TOMZ,TOMI Environmental Solutions,United States,Finance,Diversified Commercial Services
TOON,Kartoon Studios,United States,Consumer Discretionary,Movies/Entertainment
TOPS,TOP Ships,Greece,Consumer Discretionary,Marine Transportation
TORO,Toro Corp.,Cyprus,Consumer Discretionary,Marine Transportation
TOST,Toast,United States,Technology,EDP Services
TOVX,Theriva Biologics,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TOWN,TowneBank,United States,Finance,Major Banks
TPB,Turning Point Brands,United States,Consumer Discretionary,Tobacco
TPC,Tutor Perini Corporation,United States,Consumer Discretionary,General Bldg Contractors - Nonresidential Bldgs
TPET,Trio Petroleum Corp.,,Energy,Oil & Gas Production
TPG,TPG,United States,Finance,Investment Managers
TPH,Tri Pointe Homes,United States,Consumer Discretionary,Homebuilding
TPHS,Trinity Place Holdings,,Real Estate,Building operators
TPIC,TPI Composites,United States,Industrials,Industrial Machinery/Components
TPL,Texas Pacific Land Corporation,United States,Energy,Oil & Gas Production
TPR,Tapestry,United States,Consumer Discretionary,Apparel
TPST,Tempest Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TPVG,TriplePoint Venture Growth BDC Corp.,United States,Consumer Discretionary,Other Consumer Services
TPX,Tempur Sealy International,United States,Consumer Discretionary,Home Furnishings
TPZ,Tortoise Power and Energy Infrastructure Fund,United States,Finance,Investment Managers
TR,Tootsie Roll Industries,United States,Consumer Staples,Specialty Foods
TRC,Tejon Ranch Co,United States,Finance,Real Estate
TRDA,Entrada Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TREE,LendingTree,United States,Finance,Finance: Consumer Services
TREX,Trex Company,United States,Basic Materials,Forest Products
TRGP,Targa Resources,United States,Utilities,Natural Gas Distribution
TRHC,Tabula Rasa HealthCare,United States,Consumer Discretionary,Business Services
TRIN,Trinity Capital,United States,Finance,Finance/Investors Services
TRIP,TripAdvisor,United States,Technology,Computer Software: Programming Data Processing
TRKA,Troika Media Group,United States,Consumer Discretionary,Advertising
TRMB,Trimble,United States,Industrials,Industrial Machinery/Components
TRMD,TORM plc,United Kingdom,Consumer Discretionary,Marine Transportation
TRMK,Trustmark Corporation,United States,Finance,Major Banks
TRN,Trinity Industries,United States,Industrials,Railroads
TRNO,Terreno Realty Corporation,United States,Real Estate,Real Estate Investment Trusts
TRNR,Interactive Strength,United States,Technology,Consumer Electronics/Appliances
TRNS,Transcat,United States,Industrials,Electrical Products
TROW,T. Rowe Price Group,United States,Finance,Investment Bankers/Brokers/Service
TRP,TC Energy Corporation,Canada,Utilities,Natural Gas Distribution
TRS,TriMas Corporation,United States,Industrials,Industrial Specialties
TRST,TrustCo Bank Corp NY,United States,Finance,Major Banks
TRT,Trio-Tech International,United States,Technology,Industrial Machinery/Components
TRTX,TPG RE Finance Trust,United States,Real Estate,Real Estate Investment Trusts
TRU,TransUnion,United States,Finance,Finance: Consumer Services
TRUE,TrueCar,United States,Technology,Computer Software: Programming Data Processing
TRUP,Trupanion,United States,Health Care,Medical Specialities
TRV,The Travelers Companies,United States,Finance,Property-Casualty Insurers
TRVI,Trevi Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TRVN,Trevena,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TRX,TRX Gold Corporation,Canada,,
TSBK,Timberland Bancorp,United States,Finance,Banks
TSBX,Turnstone Biologics Corp.,United States,,
TSCO,Tractor Supply Company,United States,Consumer Discretionary,RETAIL: Building Materials
TSHA,Taysha Gene Therapies,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TSI,TCW Strategicome Fund,United States,Finance,Investment Managers
TSLA,Tesla,United States,Consumer Discretionary,Auto Manufacturing
TSLX,Sixth Street Specialty Lending,,Finance,Investment Managers
TSN,Tyson Foods,United States,Consumer Staples,Meat/Poultry/Fish
TSP,TuSimple Holdings,United States,Industrials,Construction/Ag Equipment/Trucks
TSQ,Townsquare Media,United States,Consumer Discretionary,Broadcasting
TSRI,TSR,United States,Technology,EDP Services
TT,Trane Technologies,United States,Industrials,Building Products
TTC,Toro Company (The),United States,Consumer Discretionary,Tools/Hardware
TTD,The Trade Desk,United States,Technology,Computer Software: Programming Data Processing
TTEC,TTEC Holdings,United States,Technology,Retail: Computer Software & Peripheral Equipment
TTEK,Tetra Tech,United States,Consumer Discretionary,Military/Government/Technical
TTGT,TechTarget,United States,Telecommunications,Telecommunications Equipment
TTI,Tetra Technologies,United States,Energy,Oil & Gas Production
TTMI,TTM Technologies,United States,Technology,Electrical Products
TTNP,Titan Pharmaceuticals,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TTOO,T2 Biosystems,United States,Health Care,Medical/Dental Instruments
TTP,Tortoise Pipeline & Energy Fund,United States,Finance,Trusts Except Educational Religious and Charitable
TTSH,Tile Shop Holdings,United States,Finance,Blank Checks
TTWO,Take-Two Interactive Software,United States,Technology,Computer Software: Prepackaged Software
TUP,Tupperware Brands Corporation,United States,Industrials,Plastic Products
TURN,180 Degree Capital Corp.,United States,Finance,Finance/Investors Services
TUSK,Mammoth Energy Services,United States,Energy,Oilfield Services/Equipment
TV,Grupo Televisa S.A.,Mexico,Industrials,Broadcasting
TVC,Tennessee Valley Authority,United States,Utilities,Electric Utilities: Central
TVTX,Travere Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations
